Gene1,Gene2
E2F3,PPP3CA
E2F3,PRKCE
E2F3,PRPS2
E2F3,PTMA
E2F3,PTPRZ1
E2F3,RAD51
E2F3,RAI1
E2F3,RASGRP3
E2F3,RPA2
E2F3,SEMA6D
E2F3,SLC16A2
E2F3,SLC25A20
E2F3,SLC35A3
E2F3,SLC39A14
E2F3,SMARCE1
E2F3,SMC4
E2F3,SMG6
E2F3,SORL1
E2F3,SOX3
E2F3,SOX4
E2F3,SPRY2
E2F3,SRRM1
E2F3,SRSF1
E2F3,SRSF2
E2F3,SSBP3
E2F3,STMN1
E2F3,TADA3
E2F3,TAF7
E2F3,TCF4
E2F3,TFAP4
E2F3,TFDP1
E2F3,TFDP2
E2F3,TGFBR1
E2F3,THAP4
E2F3,TLE3
E2F3,TMEM48
E2F3,TMEM60
E2F3,TRIM37
E2F3,TYRO3
E2F3,UHRF1
E2F3,UNG
E2F3,USP44
E2F3,WNT5A
E2F3,XRCC6
E2F3,ZEB1
E2F3,ZNF516
E2F3,ZNF644
ABCA1,E2F4
ACBD6,E2F4
AIF1L,E2F4
ANLN,E2F4
APBB2,E2F4
ARL6IP6,E2F4
BCL11A,E2F4
BTBD10,E2F4
C20orf112,E2F4
CA2,E2F4
CAPRIN1,E2F4
CASP8AP2,E2F4
CBFA2T2,E2F4
CBX3,E2F4
CCNA2,E2F4
CDC6,E2F4
CDCA7,E2F4
CDH2,E2F4
CDK1,E2F4
CENPE,E2F4
CHEK1,E2F4
CIRH1A,E2F4
CKS1B,E2F4
CKS2,E2F4
CNBP,E2F4
CNOT10,E2F4
COL4A1,E2F4
COL4A2,E2F4
CREG1,E2F4
CSDE1,E2F4
CSRP2,E2F4
CTDSPL,E2F4
CTNNB1,E2F4
CUTC,E2F4
CYP1B1,E2F4
DAXX,E2F4
DBF4,E2F4
DCTPP1,E2F4
DEK,E2F4
DHRS3,E2F4
DNAJB14,E2F4
DNAJC11,E2F4
DNMT1,E2F4
DPP4,E2F4
DTL,E2F4
DUSP4,E2F4
DUT,E2F4
E2F3,E2F4
E2F4,EDEM3
E2F4,ERBB2IP
E2F4,ESYT1
E2F4,ETS1
E2F4,EXOSC9
E2F4,F3
E2F4,FAM208A
E2F4,FAM64A
E2F4,FEN1
E2F4,FST
E2F4,FUS
E2F4,GAD1
E2F4,GALNT11
E2F4,GGPS1
E2F4,GLI2
E2F4,GLUD1
E2F4,GMNN
E2F4,GTF3C2
E2F4,HAT1
E2F4,HIST1H2BC
E2F4,HMGA1
E2F4,HMGB2
E2F4,HMGB3
E2F4,HMGN2
E2F4,HMMR
E2F4,HNF4A
E2F4,HNRNPD
E2F4,HNRNPUL1
E2F4,HOXB7
E2F4,HTRA1
E2F4,ID3
E2F4,IGF1R
E2F4,IPO4
E2F4,ITGB3BP
E2F4,JUN
E2F4,KDM6A
E2F4,KHDRBS1
E2F4,KIF22
E2F4,LGALS1
E2F4,MAD2L1
E2F4,MCM3
E2F4,MCM4
E2F4,MCM5
E2F4,MCM6
E2F4,MCM7
E2F4,MCM8
E2F4,MED21
E2F4,MELK
E2F4,METTL3
E2F4,MLH1
E2F4,MORC4
E2F4,MRPL49
E2F4,MRTO4
E2F4,MSH2
E2F4,MTHFD1
E2F4,MYBL2
E2F4,MYCN
E2F4,NAA50
E2F4,NDC80
E2F4,NEK2
E2F4,NOG
E2F4,NXT2
E2F4,ORC2
E2F4,OTX2
E2F4,PAX6
E2F4,PCDH7
E2F4,PCNA
E2F4,PDGFA
E2F4,PEG3
E2F4,PGAP1
E2F4,PHC1
E2F4,PHF5A
E2F4,PIM2
E2F4,PLSCR4
E2F4,POLD2
E2F4,POLD3
E2F4,POLE2
E2F4,POLR2D
E2F4,POLR2F
E2F4,POLR2M
E2F4,POLR3D
E2F4,PPP1R7
E2F4,PPP3CA
E2F4,PRC1
E2F4,PRIM2
E2F4,PRKCE
E2F4,PRPS2
E2F4,PTMA
E2F4,PTPRZ1
E2F4,PTTG1
E2F4,RAD54L
E2F4,RAI1
E2F4,RASGRP3
E2F4,REL
E2F4,RFC2
E2F4,RFC3
E2F4,RFC4
E2F4,RPA2
E2F4,RRM1
E2F4,S100A6
E2F4,SEMA6D
E2F4,SFPQ
E2F4,SH3BGR
E2F4,SLC16A2
E2F4,SLC25A20
E2F4,SLC25A4
E2F4,SLC35A3
E2F4,SLC39A14
E2F4,SMAD2
E2F4,SMAD3
E2F4,SMARCA4
E2F4,SMARCE1
E2F4,SMC2
E2F4,SMC4
E2F4,SMG6
E2F4,SORL1
E2F4,SOX3
E2F4,SOX4
E2F4,SPRY2
E2F4,SRRM1
E2F4,SRSF1
E2F4,SRSF2
E2F4,SSBP3
E2F4,STMN1
E2F4,TADA3
E2F4,TAF7
E2F4,TCF4
E2F4,TEAD4
E2F4,TFAP2C
E2F4,TFAP4
E2F4,TFDP1
E2F4,TFDP2
E2F4,TFRC
E2F4,TGFBR1
E2F4,THAP4
E2F4,TK1
E2F4,TLE3
E2F4,TMEM48
E2F4,TMEM60
E2F4,TOP2A
E2F4,TP53
E2F4,TRIM37
E2F4,TYMS
E2F4,TYRO3
E2F4,UHRF1
E2F4,UMPS
E2F4,UNG
E2F4,USP44
E2F4,VHL
E2F4,WEE1
E2F4,WNT5A
E2F4,XRCC6
E2F4,YWHAH
E2F4,ZEB1
E2F4,ZNF516
E2F4,ZNF644
ACBD6,E2F5
AIF1L,E2F5
APBB2,E2F5
ARL6IP6,E2F5
BTBD10,E2F5
C20orf112,E2F5
CA2,E2F5
CAPRIN1,E2F5
CASP8AP2,E2F5
CBFA2T2,E2F5
CBX3,E2F5
CDC6,E2F5
CDCA7,E2F5
CDH2,E2F5
CIRH1A,E2F5
CNBP,E2F5
CNOT10,E2F5
CREG1,E2F5
CSDE1,E2F5
CSRP2,E2F5
CTDSPL,E2F5
CTNNB1,E2F5
DAXX,E2F5
DCTPP1,E2F5
DEK,E2F5
DHRS3,E2F5
DNAJB14,E2F5
DNAJC11,E2F5
DNMT1,E2F5
DTL,E2F5
DUSP4,E2F5
E2F3,E2F5
E2F5,EDEM3
E2F5,ERBB2IP
E2F5,ESYT1
E2F5,ETS1
E2F5,FAM208A
E2F5,FAM64A
E2F5,FUS
E2F5,GAD1
E2F5,GALNT11
E2F5,GGPS1
E2F5,GLI2
E2F5,GLUD1
E2F5,GMNN
E2F5,GTF3C2
E2F5,HAT1
E2F5,HCFC1
E2F5,HIST1H2BC
E2F5,HMGA1
E2F5,HMGB2
E2F5,HNRNPD
E2F5,HNRNPUL1
E2F5,HOXB7
E2F5,IGF1R
E2F5,IPO4
E2F5,KDM6A
E2F5,MCM10
E2F5,MCM3
E2F5,MCM4
E2F5,MCM5
E2F5,MCM6
E2F5,MCM7
E2F5,MELK
E2F5,METTL3
E2F5,MORC4
E2F5,MRPL49
E2F5,MRTO4
E2F5,MYBL2
E2F5,MYCN
E2F5,NAA50
E2F5,NOG
E2F5,NXT2
E2F5,ORC2
E2F5,OTX2
E2F5,PAX6
E2F5,PCDH7
E2F5,PCNA
E2F5,PDGFA
E2F5,PEG3
E2F5,PGAP1
E2F5,PHC1
E2F5,PHF5A
E2F5,POLD2
E2F5,POLD3
E2F5,POLR2M
E2F5,PPP1R7
E2F5,PPP3CA
E2F5,PRKCE
E2F5,PRPS2
E2F5,PTMA
E2F5,PTPRZ1
E2F5,RAD51
E2F5,RAI1
E2F5,RASGRP3
E2F5,RPA2
E2F5,SEMA6D
E2F5,SLC16A2
E2F5,SLC25A20
E2F5,SLC35A3
E2F5,SLC39A14
E2F5,SMAD2
E2F5,SMAD3
E2F5,SMARCE1
E2F5,SMC4
E2F5,SMG6
E2F5,SORL1
E2F5,SOX3
E2F5,SOX4
E2F5,SPRY2
E2F5,SRRM1
E2F5,SRSF1
E2F5,SRSF2
E2F5,SSBP3
E2F5,STMN1
E2F5,TADA3
E2F5,TAF7
E2F5,TCF4
E2F5,TFAP4
E2F5,TFDP1
E2F5,TGFBR1
E2F5,THAP4
E2F5,TLE3
E2F5,TMEM48
E2F5,TMEM60
E2F5,TRIM37
E2F5,TYRO3
E2F5,UHRF1
E2F5,UNG
E2F5,USP44
E2F5,WNT5A
E2F5,XRCC6
E2F5,ZEB1
E2F5,ZNF516
E2F5,ZNF644
ACBD6,E2F7
AIF1L,E2F7
APBB2,E2F7
ARL6IP6,E2F7
BTBD10,E2F7
C20orf112,E2F7
CA2,E2F7
CAPRIN1,E2F7
CASP8AP2,E2F7
CBFA2T2,E2F7
CBX3,E2F7
CDC6,E2F7
CDCA7,E2F7
CDH2,E2F7
CIRH1A,E2F7
CNBP,E2F7
CNOT10,E2F7
CREG1,E2F7
CSDE1,E2F7
CSRP2,E2F7
CTDSPL,E2F7
CTNNB1,E2F7
DAXX,E2F7
DCTPP1,E2F7
DEK,E2F7
DHRS3,E2F7
DNAJB14,E2F7
DNAJC11,E2F7
DNMT1,E2F7
DTL,E2F7
DUSP4,E2F7
E2F3,E2F7
E2F7,EDEM3
E2F7,ERBB2IP
E2F7,ESYT1
E2F7,ETS1
E2F7,FAM208A
E2F7,FAM64A
E2F7,FUS
E2F7,GAD1
E2F7,GALNT11
E2F7,GGPS1
E2F7,GLI2
E2F7,GLUD1
E2F7,GMNN
E2F7,GTF3C2
E2F7,HAT1
E2F7,HCFC1
E2F7,HIST1H2BC
E2F7,HMGA1
E2F7,HMGB2
E2F7,HNRNPD
E2F7,HNRNPUL1
E2F7,HOXB7
E2F7,IGF1R
E2F7,IPO4
E2F7,KDM6A
E2F7,MCM10
E2F7,MCM3
E2F7,MCM4
E2F7,MCM5
E2F7,MCM6
E2F7,MCM7
E2F7,MELK
E2F7,METTL3
E2F7,MORC4
E2F7,MRPL49
E2F7,MRTO4
E2F7,MYBL2
E2F7,MYCN
E2F7,NAA50
E2F7,NOG
E2F7,NXT2
E2F7,ORC2
E2F7,OTX2
E2F7,PAX6
E2F7,PCDH7
E2F7,PCNA
E2F7,PDGFA
E2F7,PEG3
E2F7,PGAP1
E2F7,PHC1
E2F7,PHF5A
E2F7,POLD2
E2F7,POLD3
E2F7,POLR2M
E2F7,PPP1R7
E2F7,PPP3CA
E2F7,PRKCE
E2F7,PRPS2
E2F7,PTMA
E2F7,PTPRZ1
E2F7,RAD51
E2F7,RAI1
E2F7,RASGRP3
E2F7,RPA2
E2F7,SEMA6D
E2F7,SLC16A2
E2F7,SLC25A20
E2F7,SLC35A3
E2F7,SLC39A14
E2F7,SMARCE1
E2F7,SMC4
E2F7,SMG6
E2F7,SORL1
E2F7,SOX3
E2F7,SOX4
E2F7,SPRY2
E2F7,SRRM1
E2F7,SRSF1
E2F7,SRSF2
E2F7,SSBP3
E2F7,STMN1
E2F7,TADA3
E2F7,TAF7
E2F7,TCF4
E2F7,TFAP4
E2F7,TGFBR1
E2F7,THAP4
E2F7,TLE3
E2F7,TMEM48
E2F7,TMEM60
E2F7,TRIM37
E2F7,TYRO3
E2F7,UHRF1
E2F7,UNG
E2F7,USP44
E2F7,WNT5A
E2F7,XRCC6
E2F7,ZEB1
E2F7,ZNF516
E2F7,ZNF644
ECD,NR3C1
DNMT3B,EED
EED,EZH2
EED,HDAC1
EED,HDAC2
EED,ITGA4
BRMS1,EEF1A1
CKS2,EEF1A1
EEF1A1,MAD2L1BP
EEF1A1,MLLT3
EEF1A1,PAFAH1B3
EEF1A1,PAPSS1
EEF1A1,PFN2
EEF1A1,POLE2
EEF1A1,RFC5
EEF1A1,RPA2
EEF1A1,SMAD2
EEF1A1,TGIF1
EEF1A1,TTR
EEF1A1,WARS
EEF1A1,XPO5
EEF1A1,ZBTB16
EEF1A1,ZNF24
AAMP,EGR1
ABCA5,EGR1
ACAD8,EGR1
ACADVL,EGR1
ACBD6,EGR1
ACSL5,EGR1
ADAMTS3,EGR1
ADSS,EGR1
AEBP2,EGR1
AFF4,EGR1
AGTRAP,EGR1
ALDH18A1,EGR1
ALG6,EGR1
ALPL,EGR1
AMZ2,EGR1
ANKMY2,EGR1
ANKRD1,EGR1
ANKRD26,EGR1
ANKRD28,EGR1
ANKRD50,EGR1
ANXA3,EGR1
APBB1,EGR1
APOA1,EGR1
APOC2,EGR1
ARFGAP3,EGR1
ARHGAP29,EGR1
ARID3B,EGR1
ARID4B,EGR1
ARL2,EGR1
ARL6IP6,EGR1
ARRB1,EGR1
ATG3,EGR1
ATP11B,EGR1
B4GALT3,EGR1
BCAR3,EGR1
BCKDK,EGR1
BCOR,EGR1
BHLHE40,EGR1
BLMH,EGR1
BPTF,EGR1
BRWD1,EGR1
BTG2,EGR1
BZW2,EGR1
C12orf23,EGR1
C18orf21,EGR1
C20orf112,EGR1
C21orf59,EGR1
C6orf203,EGR1
C9orf72,EGR1
CAD,EGR1
CALCOCO2,EGR1
CASD1,EGR1
CAT,EGR1
CBFA2T2,EGR1
CBX3,EGR1
CCDC112,EGR1
CCDC82,EGR1
CCKBR,EGR1
CD9,EGR1
CDK4,EGR1
CDK6,EGR1
CEBPA,EGR1
CENPN,EGR1
CENPW,EGR1
CEP70,EGR1
CHAF1A,EGR1
CHTF18,EGR1
CLCN3,EGR1
CMC2,EGR1
CNBP,EGR1
CNN2,EGR1
CNOT10,EGR1
CNOT7,EGR1
COL1A1,EGR1
COL4A2,EGR1
COPS7A,EGR1
COPS7B,EGR1
CRABP2,EGR1
CREB3L2,EGR1
CTBP1,EGR1
CTDSPL,EGR1
CTNNB1,EGR1
CTSC,EGR1
CUL1,EGR1
CUX1,EGR1
DBF4,EGR1
DBNDD2,EGR1
DCAF6,EGR1
DDAH1,EGR1
DDIT3,EGR1
DDX20,EGR1
DDX5,EGR1
DEDD,EGR1
DENND1A,EGR1
DHCR7,EGR1
DKC1,EGR1
DLGAP5,EGR1
DNAH14,EGR1
DNAJC11,EGR1
DNAJC16,EGR1
DNAJC2,EGR1
DNMT3B,EGR1
DNPEP,EGR1
DOK4,EGR1
DOT1L,EGR1
DPCD,EGR1
DPY19L1,EGR1
DR1,EGR1
DRAP1,EGR1
DSCAM,EGR1
DSE,EGR1
DUSP4,EGR1
DYNC2LI1,EGR1
E2F3,EGR1
EARS2,EGR1
EBNA1BP2,EGR1
ECI2,EGR1
EEF1A1,EGR1
EFTUD1,EGR1
EGR1,EHMT1
EGR1,EHMT2
EGR1,EIF3J
EGR1,ELOF1
EGR1,ELOVL2
EGR1,ELP2
EGR1,ENO1
EGR1,ENOPH1
EGR1,EPAS1
EGR1,EPS8L2
EGR1,ERBB2IP
EGR1,ERRFI1
EGR1,ESPL1
EGR1,ETV3
EGR1,ETV4
EGR1,EXOSC1
EGR1,EXTL2
EGR1,EZH2
EGR1,FAM115A
EGR1,FAM162A
EGR1,FAM46A
EGR1,FAM64A
EGR1,FAM69A
EGR1,FANCA
EGR1,FANCB
EGR1,FANCI
EGR1,FASTKD3
EGR1,FOSB
EGR1,FOSL2
EGR1,FOXH1
EGR1,FOXK1
EGR1,FOXM1
EGR1,FRMD6
EGR1,FST
EGR1,FUS
EGR1,FYTTD1
EGR1,FZD5
EGR1,FZD7
EGR1,G6PC3
EGR1,GABPB1
EGR1,GABRB3
EGR1,GALNT11
EGR1,GATAD2B
EGR1,GEMIN7
EGR1,GGCT
EGR1,GMEB1
EGR1,GNPNAT1
EGR1,GOT1
EGR1,GPRC5C
EGR1,GRHL1
EGR1,GSN
EGR1,GTF2I
EGR1,GXYLT1
EGR1,HCFC1
EGR1,HDAC6
EGR1,HDHD1
EGR1,HECA
EGR1,HMGA1
EGR1,HMGCL
EGR1,HMGN1
EGR1,HMGN2
EGR1,HNRNPAB
EGR1,HNRNPD
EGR1,HNRNPUL1
EGR1,HOMER1
EGR1,HOXB3
EGR1,HOXB4
EGR1,HPRT1
EGR1,HSDL2
EGR1,ICT1
EGR1,ID2
EGR1,IFITM1
EGR1,IFNGR1
EGR1,IGF1R
EGR1,IGF2BP3
EGR1,IL13RA1
EGR1,ILF3
EGR1,IMPAD1
EGR1,ING5
EGR1,INSIG2
EGR1,ISY1
EGR1,ITGB3BP
EGR1,IVNS1ABP
EGR1,JARID2
EGR1,JMJD1C
EGR1,JUN
EGR1,JUND
EGR1,KAT7
EGR1,KDELR3
EGR1,KDM4C
EGR1,KEAP1
EGR1,KHDRBS1
EGR1,KIAA1324L
EGR1,KIAA1841
EGR1,KIF13B
EGR1,KIF15
EGR1,KIF22
EGR1,KIF2C
EGR1,KLF3
EGR1,KLF6
EGR1,KRCC1
EGR1,LAP3
EGR1,LCMT1
EGR1,LEF1
EGR1,LEPRE1
EGR1,LIFR
EGR1,LITAF
EGR1,LMO3
EGR1,MAFF
EGR1,MAK16
EGR1,MALT1
EGR1,MAN1A1
EGR1,MAN2A1
EGR1,MAPK1
EGR1,MATR3
EGR1,MAZ
EGR1,MCM8
EGR1,MEF2D
EGR1,MEIS1
EGR1,METAP1
EGR1,METTL10
EGR1,METTL21A
EGR1,METTL5
EGR1,MFN2
EGR1,MIA3
EGR1,MIB1
EGR1,MICU1
EGR1,MID1
EGR1,MIS18A
EGR1,MIS18BP1
EGR1,MLF1IP
EGR1,MLL3
EGR1,MLST8
EGR1,MND1
EGR1,MOV10
EGR1,MPHOSPH6
EGR1,MRPL49
EGR1,MRPS2
EGR1,MRRF
EGR1,MSH2
EGR1,MTF2
EGR1,MTX2
EGR1,MYO10
EGR1,MYO9A
EGR1,NAA16
EGR1,NARS2
EGR1,NAV2
EGR1,NDUFC2-KCTD14
EGR1,NEDD4
EGR1,NEDD4L
EGR1,NFATC2
EGR1,NFXL1
EGR1,NFYB
EGR1,NIPSNAP1
EGR1,NME1
EGR1,NOG
EGR1,NOL11
EGR1,NOSIP
EGR1,NR1H3
EGR1,NR3C1
EGR1,NRIP1
EGR1,NT5DC2
EGR1,NT5DC3
EGR1,NUCB2
EGR1,NUDT15
EGR1,NUMB
EGR1,NUP35
EGR1,ODF2L
EGR1,ORC4
EGR1,ORC5
EGR1,PAK1
EGR1,PAPOLA
EGR1,PAPSS1
EGR1,PARP1
EGR1,PCIF1
EGR1,PCK2
EGR1,PDCD11
EGR1,PDGFA
EGR1,PDLIM7
EGR1,PEMT
EGR1,PFN2
EGR1,PGM2
EGR1,PIK3R1
EGR1,PIP4K2A
EGR1,PITX1
EGR1,PITX2
EGR1,PJA2
EGR1,PLAGL1
EGR1,PLAGL2
EGR1,PLCD1
EGR1,PMS1
EGR1,PNPLA8
EGR1,PNRC1
EGR1,PODXL
EGR1,POLA1
EGR1,POLR2H
EGR1,POLR2L
EGR1,POLR3G
EGR1,POU3F1
EGR1,PPARA
EGR1,PPARGC1B
EGR1,PPAT
EGR1,PPP1R21
EGR1,PPP3CA
EGR1,PPT2
EGR1,PRICKLE1
EGR1,PRIM1
EGR1,PRKCI
EGR1,PSIP1
EGR1,PSMC3IP
EGR1,PTDSS1
EGR1,PTGR1
EGR1,PTMA
EGR1,PURA
EGR1,PUS7
EGR1,PUS7L
EGR1,PYCR1
EGR1,RAB31
EGR1,RABGAP1L
EGR1,RAD51C
EGR1,RAI14
EGR1,RARG
EGR1,RBBP7
EGR1,RBFOX2
EGR1,RBM39
EGR1,RCAN1
EGR1,REL
EGR1,REST
EGR1,REV3L
EGR1,RFESD
EGR1,RFXANK
EGR1,RNASEH2A
EGR1,RNF19A
EGR1,RPUSD4
EGR1,RREB1
EGR1,RUNX1
EGR1,RUVBL1
EGR1,S100A13
EGR1,SAMD8
EGR1,SATB2
EGR1,SEC22C
EGR1,SEMA5A
EGR1,SERPINB1
EGR1,SF1
EGR1,SFPQ
EGR1,SH2B3
EGR1,SH3BGR
EGR1,SH3BP5
EGR1,SHISA2
EGR1,SHISA6
EGR1,SHOX2
EGR1,SIRT1
EGR1,SKIL
EGR1,SLC25A4
EGR1,SLC2A1
EGR1,SLC36A4
EGR1,SLC39A10
EGR1,SLC39A8
EGR1,SLC7A8
EGR1,SMAD3
EGR1,SMARCA4
EGR1,SMARCD2
EGR1,SMARCD3
EGR1,SMYD5
EGR1,SNAI1
EGR1,SNX18
EGR1,SOS2
EGR1,SOX2
EGR1,SP4
EGR1,SPAG9
EGR1,SPIB
EGR1,SPRED2
EGR1,SPRY2
EGR1,SQLE
EGR1,SRGAP1
EGR1,SRRM1
EGR1,SRSF1
EGR1,SRSF6
EGR1,SSBP2
EGR1,SSBP3
EGR1,SSFA2
EGR1,SSX2IP
EGR1,STIM2
EGR1,SURF2
EGR1,TADA3
EGR1,TAF11
EGR1,TAF5
EGR1,TBPL1
EGR1,TCF25
EGR1,TCFL5
EGR1,TEAD2
EGR1,TF
EGR1,TFAP4
EGR1,TFE3
EGR1,TFRC
EGR1,TGFB1
EGR1,TGFBR1
EGR1,THAP4
EGR1,THRAP3
EGR1,THRB
EGR1,THYN1
EGR1,TIMM21
EGR1,TIMM8A
EGR1,TIMP3
EGR1,TJP2
EGR1,TMEM120A
EGR1,TMEM131
EGR1,TMEM50B
EGR1,TMEM87B
EGR1,TNFAIP3
EGR1,TOP2B
EGR1,TOPORS
EGR1,TRAPPC8
EGR1,TRERF1
EGR1,TRIB1
EGR1,TRIM27
EGR1,TRIM33
EGR1,TRIM35
EGR1,TRIM37
EGR1,TRMT1
EGR1,TRNT1
EGR1,TUBA1B
EGR1,TUBB6
EGR1,U2AF1
EGR1,UBE2E3
EGR1,UBL3
EGR1,UBTF
EGR1,UCHL3
EGR1,UFSP2
EGR1,UPF1
EGR1,URB2
EGR1,USP1
EGR1,USP11
EGR1,USP28
EGR1,USP3
EGR1,USP39
EGR1,USP45
EGR1,VAMP7
EGR1,VHL
EGR1,VPS13C
EGR1,VPS26A
EGR1,WARS
EGR1,WDHD1
EGR1,WNT5A
EGR1,XPO5
EGR1,XPO6
EGR1,XRCC6
EGR1,YAF2
EGR1,YBX1
EGR1,YTHDF3
EGR1,ZCCHC11
EGR1,ZCCHC24
EGR1,ZDHHC2
EGR1,ZFP36
EGR1,ZFP62
EGR1,ZFP90
EGR1,ZHX1
EGR1,ZNF160
EGR1,ZNF238
EGR1,ZNF280B
EGR1,ZNF3
EGR1,ZNF33A
EGR1,ZNF398
EGR1,ZNF644
EGR1,ZNF691
EGR1,ZNF764
EGR1,ZSWIM6
EHMT2,HIST1H1B
EHMT2,KLF6
EHMT2,LMO2
EHMT2,NAA10
ELF1,HMGA1
ELF1,NFYB
ELF1,REL
ELK3,ID2
ELK3,TCF3
ENO1,PLG
CUL2,EPAS1
EGLN1,EPAS1
EPAS1,KDR
EPAS1,SLC2A1
EPAS1,SMAD3
EPAS1,TCEB1
EPAS1,TCEB2
EPAS1,TGFB1
EPAS1,VHL
CBR1,ERCC8
ERCC8,GTF2H2
ESPL1,PTTG1
DUT,ESRRG
ESRRG,NCOA1
ESRRG,NRIP1
ESRRG,PNRC1
ESRRG,PPARGC1B
AXL,ETS1
BRCA2,ETS1
CCND1,ETS1
CDK4,ETS1
CIITA,ETS1
COPS2,ETS1
ETS1,FOSL1
ETS1,GATA3
ETS1,ITGA4
ETS1,ITGA5
ETS1,KDR
ETS1,LCP1
ETS1,MAF
ETS1,MAPK1
ETS1,MEIS1
ETS1,MME
ETS1,MMP2
ETS1,MYC
ETS1,NME1
ETS1,NNAT
ETS1,NRP1
ETS1,NTHL1
ETS1,PSEN1
ETS1,RUNX1
ETS1,SMAD3
ETS1,SPP1
ETS1,SRC
ETS1,TCN2
ETS1,TDP2
ETS1,TFRC
ETS1,TLR4
BRCA1,ETV4
ETV4,FLI1
ETV4,SHMT2
ETV4,SPP1
ETV4,SRF
ETV4,SURF2
ETV7,MAPK1
ACTL6A,EWSR1
AGT,EWSR1
CPSF6,EWSR1
CUEDC2,EWSR1
EWSR1,FLI1
EWSR1,HERPUD1
EWSR1,HMGA1
EWSR1,KHDRBS2
EWSR1,NPPB
EWSR1,POLR2G
EWSR1,POU5F1
EWSR1,SALL2
EWSR1,SF1
EWSR1,SSBP2
EWSR1,SUV39H2
EWSR1,TPGS2
EWSR1,TRIM37
EWSR1,USP7
EWSR1,VPS72
EWSR1,WWP1
EWSR1,ZNF165
DNMT3B,EZH2
EZH2,KLHDC2
FHL2,FOXO1
FHL2,HAND1
FHL2,ITGB5
FHL2,MCM7
FHL2,PFKM
FHL2,SFPQ
FHL2,TRAF6
FHL2,TTN
FHL2,ZBTB16
FHL2,ZNF638
ANPEP,FLI1
CCND1,FLI1
CDKN1A,FLI1
COL1A1,FLI1
FLI1,MED21
FLI1,MMP2
FLI1,POLR2G
FLI1,SF1
FLI1,SRF
FLI1,TDP2
FLI1,TNC
FLI1,UPP1
ACADVL,FOSB
ANKRD28,FOSB
ANXA3,FOSB
APBB2,FOSB
ASB9,FOSB
ATP1B1,FOSB
BCOR,FOSB
BHLHE40,FOSB
BLMH,FOSB
C20orf112,FOSB
CAPN12,FOSB
CAPN2,FOSB
CLU,FOSB
COL5A1,FOSB
CRABP2,FOSB
DRAP1,FOSB
DUSP4,FOSB
EEF1A1,FOSB
EFTUD2,FOSB
EIF3J,FOSB
ELL2,FOSB
EPS8L2,FOSB
EWSR1,FOSB
F3,FOSB
FAM46A,FOSB
FLI1,FOSB
FOSB,FOSL1
FOSB,GATA4
FOSB,GPR108
FOSB,GRPR
FOSB,HELZ
FOSB,HOOK2
FOSB,ICA1
FOSB,ITGA5
FOSB,JUND
FOSB,KAT7
FOSB,KLF5
FOSB,MAD2L1BP
FOSB,MAFG
FOSB,MALT1
FOSB,MAPK10
FOSB,NEDD4L
FOSB,NR0B1
FOSB,NTS
FOSB,NUAK1
FOSB,OSBPL10
FOSB,PAWR
FOSB,PCDH10
FOSB,PCDH17
FOSB,PIM2
FOSB,POLR2H
FOSB,PPP1R9A
FOSB,PPP2R1B
FOSB,RABGAP1L
FOSB,RARG
FOSB,RBBP7
FOSB,RBP4
FOSB,RPP40
FOSB,SAMD3
FOSB,SEMA5A
FOSB,SMARCA5
FOSB,SMG6
FOSB,SOS2
FOSB,STK3
FOSB,STX17
FOSB,SYTL2
FOSB,TCF3
FOSB,TCOF1
FOSB,TNNI3
FOSB,TOPORS
FOSB,TPD52L2
FOSB,TRIB1
FOSB,TRIM33
FOSB,TUBA4A
FOSB,TUBB6
FOSB,ZDHHC2
FOSB,ZFP36
FOSB,ZSWIM7
ACADVL,FOSL1
ANKRD28,FOSL1
ANXA3,FOSL1
APBB2,FOSL1
ASB9,FOSL1
ATP1B1,FOSL1
BCOR,FOSL1
BHLHE40,FOSL1
BLMH,FOSL1
C20orf112,FOSL1
COL5A1,FOSL1
CRABP2,FOSL1
DRAP1,FOSL1
DUSP4,FOSL1
EEF1A1,FOSL1
EFTUD2,FOSL1
EIF3J,FOSL1
EWSR1,FOSL1
F3,FOSL1
FLI1,FOSL1
FOSL1,GRPR
FOSL1,HELZ
FOSL1,HOOK2
FOSL1,ICA1
FOSL1,MAD2L1BP
FOSL1,MAFG
FOSL1,MALT1
FOSL1,MAPK10
FOSL1,NEDD4L
FOSL1,NR0B1
FOSL1,NTS
FOSL1,NUAK1
FOSL1,OSBPL10
FOSL1,PAWR
FOSL1,PCDH10
FOSL1,PCDH17
FOSL1,POLR2H
FOSL1,PPP1R9A
FOSL1,PPP2R1B
FOSL1,RABGAP1L
FOSL1,RARG
FOSL1,RBBP7
FOSL1,SAMD3
FOSL1,SOS2
FOSL1,TCF3
FOSL1,TNNI3
FOSL1,TPD52L2
FOSL1,TRIB1
FOSL1,TRIM33
FOSL1,TUBA4A
FOSL1,TUBB6
FOSL1,ZFP36
FOSL1,ZSWIM7
FOSL2,JUN
FOSL2,JUND
ACAD11,FOXA1
AEBP2,FOXA1
AHSG,FOXA1
AMBP,FOXA1
ANKRD1,FOXA1
ARID5B,FOXA1
ATF6,FOXA1
BCAR3,FOXA1
CACYBP,FOXA1
CCNE2,FOXA1
CITED2,FOXA1
COMMD3,FOXA1
COMMD3-BMI1,FOXA1
